id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,origin_id,destination_id,network_id
1,2018-05-05 23:40:00.282852,,,,,,f,,1,2,1
2,2018-05-05 23:40:16.18591,,,,,,f,,2,3,1
