id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,type,network_id,participant_id
1,2018-05-06 12:47:06.65574,,,,,,f,,crime_reports_source,1,
2,2018-05-06 12:47:14.355041,,,,,,f,,node,1,1
3,2018-05-06 12:47:36.655449,,,,,,f,,node,1,2
