id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,vector_id,info_id,origin_id,destination_id,network_id,receive_time,status
1,2018-05-06 12:44:13.85567,,,,,,f,,1,1,1,2,1,2018-05-06 12:44:13.863542,received
2,2018-05-06 12:44:35.92552,,,,,,f,,2,2,2,3,1,2018-05-06 12:44:35.93228,received
