id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,origin_id,destination_id,network_id
1,2018-05-06 12:44:13.831623,,,,,,f,,1,2,1
2,2018-05-06 12:44:35.905192,,,,,,f,,2,3,1
