id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,type,worker_id,assignment_id,unique_id,hit_id,mode,end_time,base_pay,bonus,status
1,2018-05-06 12:44:11.937882,,,,,,f,,participant,1,debugMWUCMK,1:debugMWUCMK,NDSR0Z,debug,2018-05-06 12:44:30.214856,1,0,approved
2,2018-05-06 12:44:33.909103,,,,,,f,,participant,2,debugY3ROLR,2:debugY3ROLR,DF3KL0,debug,2018-05-06 12:44:52.875841,1,0,approved
