id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,type,network_id,participant_id
1,2018-05-06 12:37:44.029935,,,,,,f,,crime_reports_source,1,
2,2018-05-06 12:37:51.469705,,,,,,f,,node,1,1
3,2018-05-06 12:38:08.775012,,,,,,f,,node,1,2
4,2018-05-06 12:38:25.115067,,,,,,f,,node,1,3
5,2018-05-06 12:38:47.606483,,,,,,f,,node,1,4
