id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,assignment_id,event_type
1,2018-05-06 12:38:02.478409,,,,,,f,,debug8YJT2L,AssignmentSubmitted
2,2018-05-06 12:38:19.073626,,,,,,f,,debug4OLI0A,AssignmentSubmitted
3,2018-05-06 12:38:41.726912,,,,,,f,,debugFDK2GE,AssignmentSubmitted
4,2018-05-06 12:39:07.403153,,,,,,f,,debugD6NLTF,AssignmentSubmitted
