id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,type,network_id,participant_id
1,2018-04-15 13:38:19.21307,,,,,,f,,crime_reports_source,1,
2,2018-04-15 13:39:04.536494,,,,,,f,,node,1,1
3,2018-04-15 13:43:28.529468,,,,,,f,,node,1,2
