id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,type,worker_id,assignment_id,unique_id,hit_id,mode,end_time,base_pay,bonus,status
1,2018-04-15 13:38:29.632833,,,,,,f,,participant,1,debug5X5X4P,1:debug5X5X4P,G1NTGP,debug,2018-04-15 13:43:20.977482,1,0,approved
2,2018-04-15 13:43:26.005284,,,,,,f,,participant,2,debug5S4QPI,2:debug5S4QPI,VLPQ11,debug,,,,working
