id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,type,network_id,participant_id
1,2018-05-06 13:01:39.590519,,,,,,f,,crime_reports_source,1,
2,2018-05-06 13:01:53.666528,,,,,,f,,node,1,1
3,2018-05-06 13:02:09.356324,,,,,,f,,node,1,2
