id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,vector_id,info_id,origin_id,destination_id,network_id,receive_time,status
1,2018-05-05 23:42:35.606641,,,,,,f,,1,1,1,2,1,2018-05-05 23:42:35.614058,received
2,2018-05-05 23:42:47.927231,,,,,,f,,2,2,2,3,1,2018-05-05 23:42:47.930898,received
