id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,type,worker_id,assignment_id,unique_id,hit_id,mode,end_time,base_pay,bonus,status
1,2018-05-05 23:42:33.564098,,,,,,f,,participant,1,debugMNLRXH,1:debugMNLRXH,8LM5C7,debug,2018-05-05 23:42:42.059442,1,0,approved
2,2018-05-05 23:42:45.781498,,,,,,f,,participant,2,debugDJAB53,2:debugDJAB53,V2U9AY,debug,2018-05-05 23:42:54.311127,1,0,approved
