id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,type,network_id,participant_id
1,2018-05-05 23:45:09.581975,,,,,,f,,crime_reports_source,1,
2,2018-05-05 23:45:16.834517,,,,,,f,,node,1,1
3,2018-05-05 23:45:32.27431,,,,,,f,,node,1,2
