num,Freq
1,0.0036943842439024393
2,0.0002833163636363637
3,0.0019531157413043493
4,0.00015338645161290323
5,0.0006735742340425535
6,0.002819153113636363
7,0.001392143634615384
8,0.00038702673913043476
9,0.002552707056179776
10,0.0030425383898305073
11,0.0006462090909090908
12,0.0016488978947368424
13,0.0043227963636363635
14,0.0022017547058823528
15,0.00034626450000000005
16,0.002339647707575756
17,0.002830649661538461
18,0.0012115260396039602
19,0.0008475828787878787
20,0.0015035773877551022
21,0.00023285007142857147
22,0.0038157810434782608
23,0.0005410184
24,0.002483106829268293
25,0.002287364375
26,0.0003959102777777778
27,0.0041716487619047615
28,0.0011256877815789472
29,0.0015974434042553196
30,0.0018942405142857142
31,0.000822586440677966
32,0.002806352222222221
33,0.0010836368757281558
34,0.00047135295147058843
35,0.0063323027826086955
36,0.0039749656875
37,0.00031054199999999997
38,0.0001641364705882353
39,0.0019903397599999994
40,0.001210820466666667
41,0.0011535948181818183
42,0.0031654303472222222
43,0.0030260097260273967
44,0.00034626450000000005
45,0.004907839999999999
46,0.0006679233333333332
47,0.00032016740000000003
48,0.0003486069058823529
49,0.00018668070588235297
50,0.00021143937500000003
51,0.0003944627586206897
52,0.0018746413888888888
53,0.0005465904
54,0.0004532454761904763
55,0.0021130205833333328
56,0.0018802572045454546
57,0.0008190831578947369
58,0.0033012968518518516
59,0.0004100319999999999
60,0.0026110060238095246
61,0.00013521272727272726
62,0.00167565
63,0.0013803377272727279
64,0.0002440916333333333
65,0.004657873923076922
66,0.002061092340425533
67,0.001595221666666667
68,0.0020979100000000006
69,0.0020862584558823524
70,0.0024497447187500003
71,0.00043064076923076923
72,0.00019108250000000003
73,0.0001527245806451613
74,0.0033213706097560977
75,0.00010774466666666666
76,0.0031028578846153854
77,0.0017365664285714287
78,0.002662043904761905
79,0.00027912721428571433
80,0.002595642653061224
81,0.00014534399999999997
82,0.0003737264833333334
83,0.0013149061219512193
84,0.0028492024565217396
85,0.002281543333333334
86,0.0009452652083333332
87,0.0015274525000000005
88,0.0018705435238095239
89,0.0011703794076923077
90,0.0022122982758620694
91,0.0024195500588235306
92,0.00034931818181818187
93,0.001160219303030303
94,0.00034103723018867924
95,0.002325855636363636
96,0.003182109542857143
97,0.0013246076000000002
98,0.00217190000625
99,0.0017351092857142859
100,0.0029806093023255816
101,0.002075556088888888
102,0.003246064666666666
103,0.005172084714285713
104,0.0006257134374999998
105,0.0036384088518518513
106,0.000539841076923077
107,0.0003972526666666667
108,0.0012635976
109,0.0021909300000000002
110,0.000876548
111,0.0015307150416666666
112,0.0008975002702702705
113,0.0018411426607142856
114,0.0004688548
115,0.0008565938333333334
116,0.002101249230769231
117,0.0016288202368421054
118,0.0052913786666666665
119,0.00030754713043478263
120,0.00012800178571428574
121,0.005616525526315787
122,0.0005552448799999997
123,0.004182070266666667
124,0.001992757692307692
125,0.0034647587254901945
126,0.0005487022307692307
127,0.0022158859166666674
128,0.0003192680454545454
129,0.0003622054615384616
130,0.0005581562857142855
131,0.005284184999999999
132,0.0009652905
133,0.0007448363636363636
134,0.00413253019047619
135,0.003416797777777777
136,0.007504831818181818
137,0.00066435332
138,0.0016690185714285713
139,0.0035501046874999997
140,0.004435675599999999
141,0.0005016670588235293
142,0.0020494219230769227
143,0.00317619525
144,0.0004694920227272729
145,0.00450784
146,0.001629667727272728
147,0.0016785299999999997
148,0.004479309571428572
149,0.0007359535714285715
150,0.000273311
151,0.0012259921739130437
152,0.0021852927272727274
153,0.001740795739130434
154,0.00033525923076923073
155,0.0003079326785714286
156,0.001805216
157,0.00013431
158,0.0005206717255813954
159,0.0007991872307692307
160,0.002730476857142858
161,0.00030378499999999994
162,0.0001607634615384615
163,0.0037851864615384614
164,0.000200539
165,0.000321803875
166,0.0015899632
167,0.000469060909090909
168,0.0015825505555555552
169,6.761699999999999e-05
170,0.0011859744827586209
171,0.00030486666666666663
172,4.139875e-05
173,0.002455736
174,0.0036903784705882357
175,0.005495748125000001
176,0.0025700423529411765
177,0.0005342759090909091
178,0.00524139909090909
179,0.004015289142857143
180,0.00014665609999999998
181,0.002409895263157895
182,0.005160807916666668
183,0.00022438583333333332
184,0.0034196120000000003
185,0.003614980235294118
186,0.0006140283333333333
187,0.0035453741304347823
