num,Freq
188,0.002552047571428572
189,0.0021516338461538462
190,0.003574425529411765
191,0.0017931500909090902
192,0.0009652905
193,0.0008863410769230771
194,0.00037197258333333333
195,0.0017406264705882356
196,0.0034394216000000017
197,0.0006140283333333333
198,0.002003376488372093
199,0.0008442194999999998
200,0.0013669285714285715
201,0.0003088913333333333
202,0.0027323099999999995
203,0.005895990555555554
204,0.0028412517241379297
205,0.001247749523809524
206,0.0023004435714285712
207,0.0005222769230769231
208,0.00047336714285714276
209,0.000751975923076923
210,0.0022077835454545453
211,0.0026155358333333338
212,0.0006239019
213,0.0020854676470588233
214,0.0054347006249999994
215,0.000373598947368421
216,0.003981028285714286
217,0.0005480449999999999
218,0.005294311875
219,0.004009549062500001
220,0.006188954857142855
221,0.002513444642857143
222,0.0011547466363636366
223,0.005876306714285714
224,0.0002840488888888889
225,0.0013340891066666665
226,0.0013240475000000002
227,0.002365790357142857
228,0.001805716
229,0.006326791846153846
230,0.000671850048
231,0.0004733584615384615
232,0.00023568233333333332
233,0.0002533422222222222
234,0.005106182352941176
235,0.0016248517391304349
236,0.0004032104
237,0.004922180588235295
238,0.0022579236000000004
239,0.0037088616000000014
240,0.00026658444444444446
241,0.0032873539999999997
242,0.0004996623529411765
243,0.005714092857142858
244,0.0013384752380952382
245,0.0037692230434782613
246,0.0015342556250000003
247,0.0017415754206896552
248,0.0020084799999999996
249,0.0003851703125
250,0.0015737847368421053
251,0.0003914385714285715
252,7.013249999999999e-05
253,0.00031323
254,0.00038668933333333333
255,8.371727272727272e-05
256,0.005034765833333334
257,0.0030760211250000003
258,0.0022197741666666665
259,0.0025149829411764708
260,0.0020523016666666675
261,0.0023170540000000002
262,0.003894629411764706
263,0.0003299727777777777
264,0.004148222121212121
265,0.0018006346153846156
266,0.0012947705874999996
267,0.002043390294117647
268,0.0021214702413793096
269,0.0004454705405405405
270,0.0018029653846153848
271,0.00059102625
272,0.00022384546666666668
273,0.0017915778571428573
274,0.0019354792115384618
275,0.0002698696428571429
276,0.0016194313636363638
277,0.0003577607368421053
278,0.0002750787
279,0.001777472666666667
280,0.00024028538461538462
281,0.0011267252
282,0.0005320678947368419
283,0.00013216548275862066
284,0.0010357060869565218
285,0.00043273000000000004
286,0.0017369116279069776
287,0.0011277765
288,0.004674477184615385
289,0.0011888524999999997
290,0.003296485111111112
291,0.001857251307692308
292,0.0011848105263157903
293,0.002164375583333333
294,0.00020756995454545454
295,0.0022477018181818165
296,0.00047132076923076926
297,0.00019833184615384615
298,0.0007845545454545455
299,0.00047529666666666664
300,0.0013300891304347826
301,0.0009367388888888888
302,0.001000421
303,0.00046660778947368414
304,0.0002058003333333333
305,0.0001464075
306,0.003972384666666667
307,0.0011658
308,0.0006840845454545454
309,0.004373934142857143
310,0.007535277500000001
311,0.0002387342857142857
312,0.0002894966666666667
313,0.0004868285714285714
314,0.00108905625
315,0.0014285571428571428
316,0.004352784142857143
317,0.00034071307692307693
318,0.003983395777777778
319,0.007121143529411766
320,0.0007771927999999997
321,0.0004769594545454546
322,0.0008098945957446808
323,0.00010051999999999999
324,0.0010755990909090912
325,0.0011528414285714285
326,0.0015070422152777775
327,0.0013552283902439023
328,6.067833333333333e-05
329,0.001247948551020408
330,0.0003177533333333333
331,0.0030322077272727263
332,0.0028028612500000005
333,0.0013175044222222222
334,0.002208675483870968
335,0.0028539214492753623
336,0.0035831666666666664
337,0.0033705573000000003
338,0.0006828270204081633
339,5.051422222222222e-05
340,0.0004913916666666666
341,0.0004263017647058824
342,0.00033647111111111106
343,0.00046461375000000004
344,0.005056707
345,0.0023929835714285716
346,0.0016053159090909095
347,0.0011167523278688529
348,0.0003379655555555555
349,0.0011881695555555558
350,0.0026356903898305086
351,0.0013256220833333335
352,0.0013275713750000003
353,0.0027237333333333326
354,0.00476294719047619
355,0.0017227712682926835
356,0.0014335099074074074
357,0.001439293870967742
358,0.00034494074074074084
359,0.0020391286923076924
360,0.0027237333333333326
361,0.000813145
362,0.002574421617647059
363,0.0007283890000000001
364,0.0009441984615384616
365,0.0021987758333333334
366,0.0002689943181818181
367,0.002176585
368,0.00023878307692307694
369,0.0029868750000000004
370,0.0036258258823529416
371,0.002246376238095237
372,0.00227329848192771
373,0.0014670162365591395
374,0.0014589718823529408
375,0.0023305507272727275
376,0.0023128391235955064
377,0.0017056385049504944
378,0.0017081177899999991
379,0.0007007249025423732
380,0.0007007888008474578
